ID,Age,Gender,Grade,Result
4173,16,Other,Postgraduate,Average
4174,17,Other,Postgraduate,Average
4175,21,Other,Undergraduate,Average
4176,25,Other,Postgraduate,Good
4177,25,Female,Postgraduate,Average
4178,18,Male,High School,Average
4179,16,Other,Undergraduate,Poor
4180,23,Female,Undergraduate,Poor
4181,19,Other,Postgraduate,Poor
4182,25,Other,High School,Average
4183,21,Female,Postgraduate,Poor
4184,21,Female,Undergraduate,Average
4185,21,Male,Undergraduate,Poor
4186,23,Female,Undergraduate,Poor
4187,18,Female,Undergraduate,Good
4188,22,Other,High School,Good
4189,22,Male,Postgraduate,Average
4190,25,Other,High School,Poor
4191,20,Other,Undergraduate,Good
4192,21,Other,Postgraduate,Good
4193,24,Female,Postgraduate,Poor
4194,17,Other,High School,Poor
4195,16,Male,Undergraduate,Good
4196,17,Male,Postgraduate,Poor
4197,24,Other,High School,Average
4198,22,Female,High School,Good
4199,23,Male,High School,Good
4200,16,Female,Postgraduate,Good
4201,16,Female,High School,Poor
4202,22,Male,High School,Average
4203,20,Other,High School,Poor
4204,20,Other,Undergraduate,Good
4205,18,Female,Postgraduate,Good
4206,19,Male,Undergraduate,Good
4207,20,Female,High School,Good
4208,16,Other,Postgraduate,Good
4209,17,Female,High School,Poor
4210,23,Other,Postgraduate,Average
4211,16,Other,Postgraduate,Good
4212,25,Female,Postgraduate,Average
4213,21,Male,Undergraduate,Poor
4214,22,Male,High School,Average
4215,23,Male,Undergraduate,Good
4216,18,Other,Postgraduate,Average
4217,19,Female,High School,Poor
4218,19,Male,High School,Poor
4219,25,Other,Postgraduate,Good
4220,25,Male,High School,Poor
4221,22,Female,Postgraduate,Average
4222,16,Other,Postgraduate,Good
4223,25,Other,High School,Good
4224,21,Female,Postgraduate,Good
4225,19,Male,High School,Average
4226,16,Other,Undergraduate,Poor
4227,16,Male,High School,Good
4228,23,Female,High School,Average
4229,22,Male,Undergraduate,Good
4230,17,Male,Undergraduate,Good
4231,22,Other,Postgraduate,Good
4232,17,Male,Postgraduate,Good
4233,23,Other,Undergraduate,Good
4234,22,Male,Undergraduate,Good
4235,20,Other,Postgraduate,Average
4236,16,Female,Postgraduate,Poor
4237,22,Female,Undergraduate,Poor
4238,16,Male,Undergraduate,Good
4239,17,Male,Undergraduate,Good
4240,16,Other,High School,Good
4241,22,Other,High School,Average
4242,18,Female,High School,Poor
4243,19,Other,Postgraduate,Poor
4244,22,Male,High School,Poor
4245,18,Female,Undergraduate,Average
4246,23,Other,Undergraduate,Poor
4247,20,Male,High School,Average
4248,20,Other,Undergraduate,Average
4249,17,Female,High School,Poor
4250,24,Female,Undergraduate,Poor
4251,23,Male,Postgraduate,Good
4252,22,Female,Postgraduate,Average
4253,25,Female,Postgraduate,Average
4254,19,Male,Postgraduate,Poor
4255,21,Other,Postgraduate,Good
4256,23,Male,High School,Average
4257,22,Female,High School,Average
4258,23,Male,Undergraduate,Average
4259,19,Other,Postgraduate,Good
4260,25,Other,High School,Poor
4261,16,Female,Postgraduate,Average
4262,21,Female,Postgraduate,Good
4263,24,Female,Undergraduate,Poor
4264,17,Other,Undergraduate,Average
4265,21,Other,High School,Poor
4266,23,Other,Postgraduate,Good
4267,21,Male,Undergraduate,Poor
4268,25,Other,Postgraduate,Good
4269,22,Female,Undergraduate,Average
4270,23,Female,Postgraduate,Average
4271,22,Male,High School,Good
4272,21,Other,Undergraduate,Good
4273,22,Female,Undergraduate,Poor
4274,23,Female,Undergraduate,Poor
4275,18,Male,Postgraduate,Poor
4276,20,Other,Postgraduate,Average
4277,24,Other,Undergraduate,Good
4278,25,Male,Postgraduate,Poor
4279,20,Female,Undergraduate,Poor
4280,23,Female,Undergraduate,Good
4281,16,Other,Postgraduate,Good
4282,21,Other,High School,Poor
4283,17,Female,Postgraduate,Poor
4284,19,Other,Postgraduate,Good
4285,23,Other,Undergraduate,Average
4286,16,Male,Undergraduate,Average
4287,17,Female,Undergraduate,Poor
4288,17,Male,Undergraduate,Average
4289,18,Female,Undergraduate,Average
4290,25,Other,Postgraduate,Average
4291,25,Female,High School,Poor
4292,19,Other,High School,Poor
4293,18,Male,Postgraduate,Average
4294,17,Other,Postgraduate,Average
4295,22,Other,Undergraduate,Good
4296,16,Other,Undergraduate,Average
4297,23,Male,Postgraduate,Good
4298,24,Other,Undergraduate,Average
4299,19,Other,Postgraduate,Average
4300,23,Male,Postgraduate,Good
4301,25,Male,Undergraduate,Average
4302,22,Female,Postgraduate,Poor
4303,24,Male,Undergraduate,Average
4304,22,Male,Postgraduate,Poor
4305,16,Other,High School,Average
4306,19,Female,Postgraduate,Poor
4307,21,Female,Undergraduate,Good
4308,24,Male,High School,Average
4309,19,Other,Undergraduate,Average
4310,17,Female,High School,Poor
4311,21,Other,High School,Good
4312,18,Male,High School,Poor
4313,18,Female,Undergraduate,Poor
4314,18,Male,High School,Poor
4315,21,Female,Undergraduate,Average
4316,17,Male,High School,Good
4317,18,Female,High School,Poor
4318,22,Other,Undergraduate,Average
4319,19,Other,Postgraduate,Average
4320,18,Female,High School,Average
4321,23,Other,Postgraduate,Good
4322,16,Male,Postgraduate,Good
4323,21,Female,Undergraduate,Poor
4324,22,Male,High School,Good
4325,16,Female,Undergraduate,Poor
4326,18,Male,High School,Poor
4327,24,Male,High School,Average
4328,24,Other,Postgraduate,Good
4329,25,Other,High School,Average
4330,18,Male,Postgraduate,Good
4331,24,Male,Postgraduate,Poor
4332,23,Other,Postgraduate,Poor
4333,17,Female,High School,Average
4334,22,Female,High School,Good
4335,22,Male,Undergraduate,Good
4336,23,Other,Undergraduate,Good
4337,19,Other,Undergraduate,Good
4338,25,Male,High School,Average
4339,22,Other,Postgraduate,Good
4340,18,Female,High School,Poor
4341,21,Male,High School,Poor
4342,17,Male,Undergraduate,Poor
4343,23,Female,Undergraduate,Average
4344,23,Other,Undergraduate,Average
4345,19,Male,High School,Good
4346,20,Female,High School,Average
4347,20,Male,Postgraduate,Poor
4348,18,Other,High School,Average
4349,19,Female,High School,Good
4350,24,Female,High School,Poor
4351,17,Female,Postgraduate,Average
4352,18,Male,Undergraduate,Poor
4353,17,Other,Postgraduate,Average
4354,21,Female,Postgraduate,Average
4355,24,Male,Undergraduate,Average
4356,18,Female,Postgraduate,Average
4357,24,Female,High School,Good
4358,16,Male,Undergraduate,Good
4359,17,Female,Postgraduate,Average
4360,20,Male,High School,Poor
4361,18,Female,High School,Poor
4362,20,Female,Postgraduate,Poor
4363,22,Male,High School,Average
4364,21,Male,Postgraduate,Average
4365,18,Male,Postgraduate,Poor
4366,23,Male,Undergraduate,Poor
4367,25,Female,Undergraduate,Poor
4368,25,Other,High School,Poor
4369,25,Male,High School,Poor
4370,19,Other,Undergraduate,Good
4371,25,Other,Postgraduate,Good
4372,25,Male,Undergraduate,Good
4373,24,Male,High School,Average
4374,20,Male,Postgraduate,Average
4375,22,Female,High School,Average
4376,20,Other,Undergraduate,Good
4377,22,Male,High School,Good
4378,25,Other,Postgraduate,Good
4379,16,Other,Postgraduate,Average
4380,21,Female,Undergraduate,Average
4381,19,Female,High School,Good
4382,18,Female,Postgraduate,Poor
4383,19,Male,Undergraduate,Poor
4384,25,Male,Undergraduate,Average
4385,16,Male,High School,Poor
4386,23,Other,High School,Average
4387,20,Other,Postgraduate,Poor
4388,17,Other,Postgraduate,Average
4389,19,Male,Undergraduate,Good
4390,20,Other,Postgraduate,Average
4391,21,Male,Undergraduate,Average
4392,16,Male,High School,Average
4393,20,Male,Postgraduate,Poor
4394,25,Other,High School,Poor
4395,16,Other,Undergraduate,Poor
4396,17,Male,High School,Poor
4397,21,Other,Undergraduate,Good
4398,20,Female,Undergraduate,Good
4399,21,Other,Undergraduate,Good
4400,25,Other,Postgraduate,Good
4401,24,Male,Undergraduate,Poor
4402,19,Female,Postgraduate,Poor
4403,16,Male,Undergraduate,Poor
4404,22,Female,Undergraduate,Poor
4405,19,Other,Postgraduate,Good
4406,25,Other,Undergraduate,Average
4407,20,Female,High School,Poor
4408,22,Other,Postgraduate,Average
4409,21,Female,High School,Good
4410,22,Male,Undergraduate,Good
4411,22,Female,High School,Average
4412,24,Female,High School,Average
4413,24,Female,Postgraduate,Good
4414,25,Female,Postgraduate,Poor
4415,22,Other,Postgraduate,Average
4416,18,Female,Undergraduate,Average
4417,22,Female,Undergraduate,Average
4418,20,Male,Postgraduate,Average
4419,24,Male,High School,Average
4420,25,Other,Undergraduate,Average
4421,25,Male,Undergraduate,Average
4422,17,Male,Undergraduate,Average
4423,16,Other,Postgraduate,Average
4424,25,Other,Undergraduate,Average
4425,18,Other,High School,Average
4426,19,Female,High School,Average
4427,18,Other,Postgraduate,Poor
4428,22,Female,Postgraduate,Average
4429,16,Male,High School,Average
4430,25,Male,Undergraduate,Good
4431,20,Female,High School,Good
4432,24,Male,Postgraduate,Average
4433,19,Male,Postgraduate,Good
4434,20,Other,High School,Poor
4435,20,Male,Postgraduate,Average
4436,19,Female,Undergraduate,Good
4437,16,Male,High School,Good
4438,24,Male,High School,Poor
4439,18,Male,Undergraduate,Poor
4440,20,Female,Undergraduate,Good
4441,19,Other,High School,Good
4442,23,Female,High School,Good
4443,17,Male,High School,Poor
4444,16,Male,High School,Good
4445,24,Female,Postgraduate,Good
4446,23,Female,Undergraduate,Poor
4447,16,Other,High School,Good
4448,25,Male,High School,Poor
4449,25,Other,Postgraduate,Average
4450,16,Male,Postgraduate,Poor
4451,21,Male,Undergraduate,Good
4452,20,Female,Postgraduate,Poor
4453,23,Male,Undergraduate,Poor
4454,18,Other,Postgraduate,Good
4455,23,Other,Postgraduate,Good
4456,23,Other,High School,Average
4457,17,Female,Undergraduate,Good
4458,20,Male,Undergraduate,Average
4459,18,Female,High School,Average
4460,20,Male,High School,Poor
4461,25,Male,High School,Average
4462,25,Male,Undergraduate,Poor
4463,21,Other,Postgraduate,Poor
4464,24,Other,Undergraduate,Good
4465,21,Female,Undergraduate,Poor
4466,19,Female,High School,Good
4467,25,Female,Undergraduate,Average
4468,16,Female,High School,Poor
4469,22,Male,High School,Good
4470,19,Other,High School,Good
4471,20,Male,Postgraduate,Good
4472,24,Female,High School,Good
4473,25,Female,High School,Average
4474,18,Female,High School,Good
4475,25,Female,Postgraduate,Average
4476,19,Other,High School,Good
4477,22,Female,Undergraduate,Good
4478,21,Other,Undergraduate,Good
4479,20,Other,Undergraduate,Good
4480,22,Other,Undergraduate,Good
4481,20,Female,Postgraduate,Good
4482,20,Female,High School,Poor
4483,21,Other,High School,Average
4484,20,Male,Undergraduate,Poor
4485,17,Female,Undergraduate,Good
4486,18,Female,High School,Good
4487,24,Female,Postgraduate,Poor
4488,24,Other,High School,Poor
4489,25,Other,Undergraduate,Good
4490,17,Female,Undergraduate,Average
4491,25,Other,High School,Average
4492,20,Male,Postgraduate,Average
4493,23,Male,Undergraduate,Good
4494,23,Female,Undergraduate,Poor
4495,21,Male,Postgraduate,Good
4496,22,Other,High School,Average
4497,25,Male,Undergraduate,Good
4498,17,Male,Undergraduate,Good
4499,18,Female,Undergraduate,Poor
4500,17,Other,High School,Good
4501,18,Female,Undergraduate,Good
4502,22,Male,Undergraduate,Poor
4503,21,Male,Postgraduate,Average
4504,21,Male,Undergraduate,Average
4505,17,Female,Undergraduate,Good
4506,20,Other,Postgraduate,Poor
4507,22,Male,Postgraduate,Average
4508,22,Male,High School,Good
4509,23,Female,High School,Average
4510,21,Female,Undergraduate,Poor
4511,23,Male,Undergraduate,Average
4512,24,Female,Postgraduate,Good
4513,24,Male,High School,Average
4514,25,Female,High School,Poor
4515,21,Female,Postgraduate,Average
4516,25,Male,Undergraduate,Poor
4517,25,Male,High School,Poor
4518,23,Male,Postgraduate,Average
4519,23,Female,Undergraduate,Poor
4520,18,Male,High School,Good
4521,23,Male,Undergraduate,Poor
4522,20,Male,Postgraduate,Good
4523,21,Other,Postgraduate,Average
4524,24,Other,Postgraduate,Poor
4525,25,Other,High School,Good
4526,18,Male,High School,Poor
4527,23,Female,High School,Average
4528,22,Other,Undergraduate,Poor
4529,24,Other,High School,Average
4530,23,Female,High School,Good
4531,17,Female,High School,Poor
4532,17,Other,Undergraduate,Good
4533,17,Other,Undergraduate,Poor
4534,22,Male,Undergraduate,Average
4535,19,Other,Postgraduate,Good
4536,24,Other,Postgraduate,Average
4537,25,Female,Postgraduate,Poor
4538,23,Female,Undergraduate,Average
4539,19,Female,High School,Good
4540,25,Male,High School,Good
4541,24,Female,Undergraduate,Good
4542,18,Other,Undergraduate,Average
4543,24,Other,Undergraduate,Good
4544,17,Male,Undergraduate,Poor
4545,17,Male,Undergraduate,Average
4546,20,Male,Postgraduate,Poor
4547,22,Female,Postgraduate,Poor
4548,16,Female,High School,Poor
4549,22,Male,High School,Good
4550,17,Other,Postgraduate,Average
4551,22,Female,Postgraduate,Poor
4552,25,Other,Postgraduate,Average
4553,18,Female,High School,Average
4554,20,Other,High School,Good
4555,16,Female,Undergraduate,Poor
4556,21,Female,Postgraduate,Good
4557,18,Male,Undergraduate,Average
4558,23,Other,Undergraduate,Good
4559,16,Other,High School,Good
4560,20,Male,High School,Good
4561,25,Other,Postgraduate,Poor
4562,18,Female,High School,Average
4563,21,Female,Postgraduate,Average
4564,20,Male,High School,Good
4565,24,Other,Postgraduate,Good
4566,21,Male,Postgraduate,Good
4567,20,Female,Undergraduate,Good
4568,25,Other,Undergraduate,Good
4569,24,Other,Postgraduate,Poor
4570,19,Male,High School,Average
4571,20,Other,Postgraduate,Average
4572,25,Other,Postgraduate,Average
4573,21,Other,Undergraduate,Poor
4574,23,Other,High School,Poor
4575,23,Male,High School,Good
4576,18,Male,High School,Average
4577,22,Female,Postgraduate,Average
4578,17,Female,Postgraduate,Good
4579,22,Female,Undergraduate,Good
4580,21,Female,Undergraduate,Poor
4581,20,Female,Postgraduate,Average
4582,21,Female,Postgraduate,Good
4583,20,Other,Postgraduate,Poor
4584,22,Female,Undergraduate,Average
4585,16,Other,Postgraduate,Poor
4586,22,Other,Postgraduate,Average
4587,17,Male,Postgraduate,Good
4588,25,Male,Postgraduate,Good
4589,22,Female,Undergraduate,Good
4590,23,Female,Undergraduate,Good
4591,24,Male,Postgraduate,Good
4592,19,Male,High School,Good
4593,21,Male,Undergraduate,Poor
4594,22,Male,Undergraduate,Good
4595,22,Female,Undergraduate,Average
4596,19,Other,Postgraduate,Good
4597,23,Other,Undergraduate,Good
4598,22,Female,Undergraduate,Poor
4599,18,Other,High School,Average
4600,16,Female,Undergraduate,Average
4601,18,Female,High School,Average
4602,23,Other,Postgraduate,Poor
4603,21,Male,Undergraduate,Poor
4604,18,Female,Undergraduate,Good
4605,17,Male,High School,Poor
4606,20,Male,High School,Poor
4607,16,Male,Undergraduate,Good
4608,20,Male,Undergraduate,Average
4609,23,Female,Undergraduate,Average
4610,21,Male,Undergraduate,Good
4611,19,Other,High School,Good
4612,24,Male,Undergraduate,Good
4613,20,Male,High School,Poor
4614,21,Male,High School,Average
4615,22,Male,Undergraduate,Good
4616,20,Other,Undergraduate,Average
4617,16,Other,Undergraduate,Good
4618,17,Other,High School,Average
4619,22,Female,Postgraduate,Poor
4620,22,Male,Undergraduate,Poor
4621,23,Female,High School,Average
4622,18,Female,Postgraduate,Poor
4623,24,Female,High School,Average
4624,18,Female,Postgraduate,Average
4625,21,Other,Postgraduate,Average
4626,23,Other,Postgraduate,Good
4627,16,Female,High School,Average
4628,23,Other,Undergraduate,Poor
4629,16,Other,Postgraduate,Poor
4630,22,Other,Undergraduate,Average
4631,19,Other,High School,Average
4632,16,Other,Postgraduate,Average
4633,23,Female,Undergraduate,Good
4634,24,Male,High School,Average
4635,18,Male,High School,Average
4636,19,Male,Undergraduate,Average
4637,17,Male,Undergraduate,Poor
4638,19,Female,Postgraduate,Poor
4639,16,Other,Undergraduate,Poor
4640,17,Male,High School,Average
4641,17,Other,Undergraduate,Good
4642,18,Male,High School,Poor
4643,22,Male,Postgraduate,Average
4644,21,Male,Postgraduate,Poor
4645,20,Other,Undergraduate,Good
4646,22,Female,Postgraduate,Poor
4647,23,Female,Undergraduate,Poor
4648,20,Other,Undergraduate,Good
4649,17,Male,High School,Average
4650,19,Other,Undergraduate,Average
4651,25,Female,Undergraduate,Average
4652,25,Female,Postgraduate,Average
4653,24,Female,High School,Poor
4654,22,Male,High School,Poor
4655,18,Other,High School,Poor
4656,20,Other,Postgraduate,Poor
4657,20,Female,Undergraduate,Poor
4658,20,Male,High School,Poor
4659,23,Male,Undergraduate,Poor
4660,23,Female,High School,Good
4661,20,Male,High School,Poor
4662,20,Female,High School,Poor
4663,21,Female,Undergraduate,Average
4664,24,Male,High School,Average
4665,22,Female,Undergraduate,Good
4666,24,Other,High School,Good
4667,23,Other,High School,Average
4668,23,Female,Undergraduate,Good
4669,19,Other,Undergraduate,Average
4670,18,Other,Undergraduate,Poor
4671,24,Male,Undergraduate,Average
4672,23,Female,Postgraduate,Average
4673,19,Male,Undergraduate,Poor
4674,19,Male,Postgraduate,Poor
4675,23,Female,Postgraduate,Poor
4676,24,Male,High School,Average
4677,23,Other,High School,Average
4678,21,Male,High School,Average
4679,20,Other,Postgraduate,Good
4680,24,Other,Undergraduate,Good
4681,22,Other,Undergraduate,Poor
4682,18,Other,High School,Average
4683,20,Other,Postgraduate,Average
4684,25,Female,High School,Average
4685,19,Female,High School,Good
4686,18,Female,Undergraduate,Good
4687,24,Male,Undergraduate,Average
4688,16,Female,High School,Poor
4689,24,Male,High School,Poor
4690,16,Female,Undergraduate,Good
4691,17,Female,High School,Good
4692,20,Other,High School,Good
4693,25,Other,High School,Poor
4694,23,Other,High School,Poor
4695,19,Other,Undergraduate,Good
4696,16,Male,High School,Good
4697,23,Female,Postgraduate,Good
4698,24,Male,Undergraduate,Poor
4699,17,Female,Undergraduate,Poor
4700,23,Female,High School,Good
4701,20,Female,Undergraduate,Good
4702,17,Other,High School,Good
4703,18,Female,Undergraduate,Poor
4704,16,Other,Postgraduate,Good
4705,18,Female,Postgraduate,Good
4706,17,Female,Postgraduate,Poor
4707,16,Female,High School,Good
4708,19,Male,Undergraduate,Average
4709,20,Other,High School,Good
4710,20,Male,High School,Good
4711,22,Male,High School,Average
4712,23,Male,Undergraduate,Poor
4713,22,Other,Undergraduate,Good
4714,19,Other,High School,Good
4715,17,Other,Postgraduate,Good
4716,25,Female,High School,Average
4717,16,Male,Postgraduate,Poor
4718,22,Female,High School,Average
4719,21,Male,High School,Average
4720,18,Male,High School,Average
4721,25,Male,Undergraduate,Average
4722,19,Other,High School,Average
4723,21,Female,Postgraduate,Good
4724,25,Other,Postgraduate,Good
4725,24,Other,High School,Poor
4726,19,Other,High School,Poor
4727,17,Other,Postgraduate,Good
4728,16,Female,High School,Average
4729,25,Female,Undergraduate,Average
4730,16,Female,High School,Good
4731,19,Female,High School,Poor
4732,25,Female,Postgraduate,Good
4733,20,Male,Postgraduate,Poor
4734,22,Male,Postgraduate,Average
4735,18,Female,Undergraduate,Good
4736,16,Male,Undergraduate,Good
4737,24,Male,Undergraduate,Good
4738,20,Female,Postgraduate,Poor
4739,16,Other,Undergraduate,Poor
4740,17,Other,Undergraduate,Average
4741,22,Female,Postgraduate,Average
4742,25,Female,High School,Poor
4743,18,Other,Postgraduate,Poor
4744,24,Female,High School,Average
4745,17,Male,Undergraduate,Poor
4746,25,Male,High School,Poor
4747,25,Other,Postgraduate,Good
4748,17,Female,High School,Good
4749,16,Other,High School,Average
4750,25,Female,Postgraduate,Average
4751,24,Female,Undergraduate,Good
4752,24,Other,High School,Poor
4753,22,Other,Postgraduate,Good
4754,22,Other,Undergraduate,Poor
4755,25,Other,Postgraduate,Good
4756,21,Male,High School,Good
4757,21,Other,Undergraduate,Good
4758,17,Female,High School,Average
4759,25,Other,Postgraduate,Good
4760,24,Female,Undergraduate,Average
4761,24,Male,Undergraduate,Average
4762,18,Other,Undergraduate,Average
4763,17,Male,Postgraduate,Poor
4764,20,Male,Undergraduate,Average
4765,23,Other,Undergraduate,Good
4766,18,Female,Postgraduate,Average
4767,25,Male,Undergraduate,Good
4768,18,Male,Undergraduate,Good
4769,16,Female,Undergraduate,Average
4770,20,Female,High School,Good
4771,21,Other,Undergraduate,Good
4772,25,Other,High School,Good
4773,25,Other,Undergraduate,Poor
4774,24,Male,Undergraduate,Average
4775,24,Female,Postgraduate,Good
4776,25,Male,Undergraduate,Poor
4777,22,Male,Undergraduate,Poor
4778,16,Male,Postgraduate,Poor
4779,22,Other,Undergraduate,Poor
4780,25,Male,Postgraduate,Poor
4781,21,Male,Undergraduate,Poor
4782,17,Male,Undergraduate,Good
4783,24,Male,High School,Average
4784,16,Male,Undergraduate,Good
4785,17,Other,Postgraduate,Poor
4786,23,Other,Postgraduate,Good
4787,22,Male,High School,Average
4788,21,Female,Postgraduate,Poor
4789,25,Female,Undergraduate,Good
4790,23,Male,Postgraduate,Good
4791,25,Other,Undergraduate,Average
4792,18,Male,Undergraduate,Poor
4793,25,Female,Undergraduate,Poor
4794,23,Other,High School,Poor
4795,18,Other,Postgraduate,Good
4796,17,Male,Undergraduate,Poor
4797,16,Other,Postgraduate,Poor
4798,19,Female,High School,Average
4799,24,Male,High School,Poor
4800,19,Female,Undergraduate,Good
4801,18,Other,Undergraduate,Poor
4802,20,Male,High School,Average
4803,18,Other,High School,Average
4804,21,Male,Undergraduate,Poor
4805,18,Other,Postgraduate,Average
4806,24,Other,High School,Average
4807,18,Female,Undergraduate,Average
4808,19,Female,Postgraduate,Good
4809,16,Male,Undergraduate,Good
4810,21,Female,Undergraduate,Good
4811,16,Other,High School,Poor
4812,24,Female,Postgraduate,Good
4813,17,Female,Undergraduate,Poor
4814,24,Male,Undergraduate,Poor
4815,19,Male,Undergraduate,Good
4816,21,Male,Undergraduate,Poor
4817,18,Other,Undergraduate,Good
4818,24,Female,High School,Poor
4819,24,Other,Postgraduate,Good
4820,21,Male,High School,Good
4821,25,Male,High School,Average
4822,21,Female,Postgraduate,Average
4823,16,Other,High School,Poor
4824,19,Other,High School,Poor
4825,18,Male,High School,Average
4826,19,Male,High School,Good
4827,17,Male,High School,Poor
4828,25,Other,High School,Average
4829,19,Male,High School,Average
4830,17,Female,Undergraduate,Good
4831,20,Other,Undergraduate,Good
4832,23,Other,Postgraduate,Poor
4833,19,Female,High School,Poor
4834,17,Other,High School,Average
4835,20,Male,Postgraduate,Poor
4836,18,Other,Postgraduate,Average
4837,22,Male,Undergraduate,Poor
4838,25,Male,High School,Poor
4839,17,Other,Undergraduate,Good
4840,21,Female,Undergraduate,Average
4841,21,Other,High School,Average
4842,23,Other,High School,Average
4843,24,Female,Undergraduate,Good
4844,20,Male,Undergraduate,Good
4845,23,Other,Postgraduate,Poor
4846,21,Other,Undergraduate,Poor
4847,20,Other,Postgraduate,Average
4848,18,Male,High School,Average
4849,19,Other,Undergraduate,Average
4850,17,Female,Undergraduate,Good
4851,25,Other,Postgraduate,Good
4852,17,Male,Undergraduate,Good
4853,23,Male,High School,Average
4854,25,Female,Postgraduate,Good
4855,20,Female,High School,Good
4856,22,Female,Postgraduate,Good
4857,25,Female,Undergraduate,Poor
4858,23,Female,Undergraduate,Poor
4859,23,Male,High School,Poor
4860,25,Female,Postgraduate,Good
4861,16,Female,Undergraduate,Good
4862,23,Female,Postgraduate,Poor
4863,25,Other,High School,Average
4864,24,Male,Postgraduate,Average
4865,19,Other,Undergraduate,Good
4866,23,Female,High School,Poor
4867,23,Male,Undergraduate,Poor
4868,22,Female,Postgraduate,Good
4869,24,Other,Postgraduate,Poor
4870,24,Other,High School,Poor
4871,25,Other,Undergraduate,Poor
4872,21,Other,Undergraduate,Good
4873,19,Other,Undergraduate,Average
4874,21,Male,High School,Average
4875,19,Other,Postgraduate,Average
4876,25,Other,High School,Average
4877,18,Male,Undergraduate,Poor
4878,21,Male,Postgraduate,Good
4879,24,Other,High School,Good
4880,21,Female,Postgraduate,Poor
4881,17,Male,High School,Average
4882,16,Other,High School,Poor
4883,23,Male,Undergraduate,Poor
4884,21,Male,Postgraduate,Poor
4885,16,Male,Undergraduate,Average
4886,22,Female,Postgraduate,Poor
4887,18,Male,High School,Average
4888,22,Male,Undergraduate,Good
4889,18,Other,High School,Average
4890,25,Male,Undergraduate,Good
4891,18,Male,Undergraduate,Average
4892,23,Female,Postgraduate,Poor
4893,16,Female,Postgraduate,Poor
4894,18,Other,Postgraduate,Average
4895,17,Other,Postgraduate,Average
4896,24,Female,Postgraduate,Good
4897,17,Other,High School,Good
4898,24,Male,Postgraduate,Good
4899,19,Other,Postgraduate,Good
4900,25,Male,Postgraduate,Good
4901,17,Female,High School,Average
4902,21,Female,Undergraduate,Good
4903,25,Other,Postgraduate,Poor
4904,19,Male,Undergraduate,Poor
4905,16,Female,Undergraduate,Poor
4906,24,Female,Postgraduate,Average
4907,20,Female,High School,Good
4908,19,Other,Postgraduate,Average
4909,22,Other,Postgraduate,Good
4910,21,Female,Undergraduate,Poor
4911,17,Male,Undergraduate,Poor
4912,19,Other,Undergraduate,Good
4913,18,Male,Postgraduate,Good
4914,20,Female,Postgraduate,Poor
4915,24,Male,Postgraduate,Average
4916,22,Male,Postgraduate,Poor
4917,16,Male,High School,Average
4918,21,Female,Postgraduate,Good
4919,24,Other,Undergraduate,Poor
4920,18,Other,Postgraduate,Good
4921,23,Male,High School,Poor
4922,21,Male,High School,Average
4923,23,Other,Undergraduate,Average
4924,17,Other,High School,Good
4925,17,Other,Postgraduate,Average
4926,16,Other,Postgraduate,Average
4927,16,Male,Undergraduate,Good
4928,17,Female,High School,Good
4929,19,Male,Postgraduate,Average
4930,24,Other,Postgraduate,Average
4931,18,Other,Undergraduate,Poor
4932,18,Other,Undergraduate,Good
4933,16,Female,High School,Good
4934,18,Other,High School,Average
4935,18,Other,Postgraduate,Average
4936,23,Male,Undergraduate,Good
4937,17,Other,High School,Good
4938,16,Other,High School,Average
4939,25,Female,Postgraduate,Average
4940,16,Other,Postgraduate,Average
4941,16,Male,Postgraduate,Average
4942,21,Male,High School,Good
4943,17,Male,Postgraduate,Good
4944,20,Other,Postgraduate,Poor
4945,20,Female,High School,Good
4946,23,Male,Postgraduate,Average
4947,16,Female,Undergraduate,Average
4948,16,Female,High School,Average
4949,25,Male,Undergraduate,Good
4950,16,Other,High School,Poor
4951,17,Female,Undergraduate,Poor
4952,21,Female,Postgraduate,Good
4953,17,Male,Postgraduate,Average
4954,23,Female,Undergraduate,Average
4955,18,Male,Undergraduate,Good
4956,18,Other,Undergraduate,Good
4957,16,Female,Undergraduate,Poor
4958,23,Other,High School,Good
4959,22,Male,Postgraduate,Poor
4960,20,Male,Undergraduate,Good
4961,22,Female,Postgraduate,Average
4962,18,Female,High School,Average
4963,18,Female,Postgraduate,Poor
4964,18,Other,Undergraduate,Good
4965,16,Female,Undergraduate,Poor
4966,25,Male,Postgraduate,Good
4967,19,Female,Postgraduate,Average
4968,20,Other,Postgraduate,Average
4969,17,Female,Postgraduate,Average
4970,21,Female,Undergraduate,Poor
4971,18,Female,High School,Average
4972,16,Male,Undergraduate,Poor
4973,20,Male,High School,Good
4974,21,Other,Postgraduate,Poor
4975,25,Female,Postgraduate,Average
4976,21,Male,Undergraduate,Average
4977,25,Female,Undergraduate,Average
4978,19,Female,Postgraduate,Average
4979,24,Male,High School,Poor
4980,25,Male,Undergraduate,Good
4981,25,Male,Postgraduate,Average
4982,20,Other,Undergraduate,Good
4983,25,Female,Undergraduate,Good
4984,19,Female,Undergraduate,Good
4985,22,Other,Postgraduate,Good
4986,18,Female,High School,Average
4987,20,Other,Postgraduate,Poor
4988,23,Female,Postgraduate,Average
4989,24,Other,High School,Average
4990,20,Other,Postgraduate,Poor
4991,22,Male,Undergraduate,Good
4992,22,Male,Postgraduate,Good
4993,17,Male,Postgraduate,Good
